n	second_moment_degree	second_moment_degree_out	third_moment_degree	third_moment_degree_out	sum_squared_degrees	sum_squared_out_degrees	sum_cubed_degrees	sum_cubed_out_degrees	num_pairs_independent_edges	head_initial	hubiness	sum_hierarchical_distance	mean_hierarchical_distance	tree_centre1	tree_centre2	tree_centroid1	tree_centroid2	tree_diameter	caterpillar_distance	num_crossings	predicted_num_crossings	exp_num_crossings	var_num_crossings	z_score_num_crossings	sum_edge_lengths	exp_sum_edge_lengths	exp_sum_edge_lengths_projective	exp_sum_edge_lengths_planar	var_sum_edge_lengths	z_score_sum_edge_lengths	min_sum_edge_lengths	min_sum_edge_lengths_planar	min_sum_edge_lengths_projective	max_sum_edge_lengths_planar	max_sum_edge_lengths_projective	mean_dependency_distance	flux_max_weight	flux_mean_weight	flux_min_weight	flux_max_left_span	flux_mean_left_span	flux_min_left_span	flux_max_right_span	flux_mean_right_span	flux_min_right_span	flux_max_size	flux_mean_size	flux_min_size	flux_max_RL_ratio	flux_mean_RL_ratio	flux_min_RL_ratio	flux_max_WS_ratio	flux_mean_WS_ratio	flux_min_WS_ratio	empty	singleton	bistar	caterpillar	linear	quasistar	spider	two_linear	star	unknown	EC1	planar	projective	WG1	unknown_syntactic_dependency_structure
15	5.06667	2.93333	17.8667	11.3333	76	44	268	170	67	0.214286	0.141026	26	1.85714	6	11	11	16	5	2	0	2.84242	22.3333	49.4778	-3.17503	31	74.6667	44	49.7333	144	-3.63889	24	24	24	95	78	2.21429	2	1.21429	1	4	2.07143	1	2	1.28571	1	4	2.21429	1	2	0.767857	0.25	1	0.636905	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
12	4.83333	2.58333	16.8333	8.41667	58	31	202	101	37	0.272727	0.177778	34	3.09091	3	13	8	13	6	0	1	3.37814	12.3333	24	-2.31341	23	47.6667	36.5	35.6944	68.4667	-2.98106	17	17	17	66	66	2.09091	2	1.09091	1	4	2	1	2	1.09091	1	4	2.09091	1	1	0.674242	0.25	1	0.643939	0.25	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
23	6.17391	3.91304	28.7826	20.5217	142	90	662	472	182	0.181818	0.133333	45	2.04545	13	17	13	24	7	2	0	10.595	60.6667	204.567	-4.24163	59	176	92.8333	105.971	617.867	-4.70694	42	42	42	243	180	2.68182	2	1.22727	1	6	2.54545	1	2	1.27273	1	6	2.68182	1	2	0.67197	0.166667	1	0.573485	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
18	5.33333	2.83333	20.5556	10.2778	96	51	370	185	105	0.235294	0.125	47	2.76471	11	19	9	19	8	0	0	5.71285	35	95.7111	-3.57756	36	107.667	65	70.4074	263.889	-4.41171	28	28	28	153	127	2.11765	2	1.05882	1	5	2.11765	1	2	1.05882	1	5	2.11765	1	1	0.634314	0.2	1	0.634314	0.2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
11	4.54545	2.54545	14.3636	8.54545	50	28	158	94	30	0.4	0.166667	21	2.1	5	12	5	12	6	0	0	2.46402	10	17.8333	-2.36801	19	40	28.1667	30.303	50	-2.96985	14	14	14	55	49	1.9	2	1.1	1	3	1.8	1	2	1.1	1	3	1.9	1	1	0.716667	0.333333	1	0.683333	0.333333	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
9	4.88889	3.33333	18.4444	14.8889	44	30	166	134	14	0.125	0.333333	11	1.375	8	10	8	10	4	0	0	0	4.66667	6.68889	-1.80439	27	26.6667	20.8333	22.2963	26.4444	0.0648204	13	13	13	36	33	3.375	2	1.25	1	5	3.25	1	2	1.25	1	6	3.375	1	1	0.510417	0.2	1	0.502083	0.2	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
23	4.86957	2.26087	14.9565	5.91304	112	52	344	136	197	0.318182	0.0619048	62	2.81818	2	24	2	24	8	4	0	8.14905	65.6667	220.478	-4.42245	55	176	76.6667	96.3478	541.867	-5.19803	36	36	36	217	140	2.5	3	1.54545	1	4	2.13636	1	3	1.68182	1	5	2.5	1	2	0.871212	0.333333	1	0.678788	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
17	4.82353	2.35294	16	7.29412	82	40	272	124	95	0.4375	0.0952381	43	2.6875	7	11	7	18	9	1	0	3.17846	31.6667	79.8778	-3.54315	30	96	55.1667	61.2941	209	-4.56532	24	24	24	131	105	1.875	2	1.1875	1	3	1.5625	1	3	1.4375	1	3	1.875	1	2	1.05208	0.333333	1	0.697917	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
7	3.71429	2	9.42857	5.14286	26	14	66	36	8	0.166667	0.2	9	1.5	4	8	4	8	4	0	0	0.571429	2.66667	3	-1.5396	9	16	12.1667	13.619	9.86667	-2.2285	8	8	8	21	18	1.5	1	1	1	2	1.5	1	1	1	1	2	1.5	1	1	0.75	0.5	1	0.75	0.5	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
17	5.76471	3.29412	24.1176	12.5882	98	56	410	214	87	0.25	0.171429	38	2.375	8	18	8	18	6	0	0	7.34478	29	76.1444	-3.32337	40	96	59	65.3333	229.8	-3.69414	28	28	28	136	112	2.5	2	1.375	1	5	2.3125	1	2	1.4375	1	5	2.5	1	2	0.769792	0.25	1	0.644792	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
6	3.33333	1.83333	7.66667	4.83333	20	11	46	29	5	0.4	0.166667	7	1.4	3	7	3	7	4	0	0	0	1.66667	1.58889	-1.32221	9	11.6667	9.33333	10.2222	5.44444	-1.14286	6	6	6	15	13	1.8	2	1.2	1	2	1.6	1	2	1.2	1	3	1.8	1	1	0.8	0.5	1	0.733333	0.5	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0
19	6.94737	4.94737	39.4737	32.2105	132	94	750	612	105	0.277778	0.227941	30	1.66667	5	12	5	20	5	1	0	7.22626	35	101.544	-3.47328	57	120	74.6667	81.8947	364	-3.3021	38	38	38	167	139	3.16667	2	1.5	1	5	2.5	1	3	1.88889	1	6	3.16667	1	3	0.964815	0.2	1	0.547222	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	5	2.8125	17.25	10.6875	80	45	276	171	80	0.333333	0.120879	31	2.06667	7	11	7	11	7	1	0	3.83524	26.6667	63.3222	-3.35113	33	85	49.6667	55.625	175.667	-3.92336	24	24	24	116	92	2.2	2	1.26667	1	4	2.06667	1	3	1.33333	1	4	2.2	1	1.5	0.738889	0.25	1	0.661111	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
12	5	2.91667	17.3333	9.91667	60	35	208	119	36	0.454545	0.2	19	1.72727	2	9	2	13	5	0	0	1.938	12	22.6	-2.52422	22	47.6667	30.6667	35.6667	69.6222	-3.07607	17	17	17	66	51	2	2	1.27273	1	3	1.72727	1	3	1.45455	1	3	2	1	2	0.939394	0.333333	1	0.69697	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
12	7	5.08333	39.8333	28.4167	84	61	478	341	24	0.181818	0.466667	17	1.54545	4	10	10	13	3	0	0	5.34465	8	18	-1.88562	32	47.6667	38.6667	40.3333	83.4889	-1.7146	24	24	24	66	66	2.90909	1	1	1	6	2.90909	1	1	1	1	6	2.90909	1	1	0.50303	0.166667	1	0.50303	0.166667	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0
17	4.70588	2.23529	14.2353	5.88235	80	38	242	100	96	0.3125	0.0857143	45	2.8125	7	18	7	18	6	4	0	3.80997	32	80.4222	-3.5683	35	96	53.5	57.7255	206.4	-4.24595	27	27	30	112	96	2.1875	3	1.5	1	3	1.75	1	3	1.6875	1	4	2.1875	1	2	1.05208	0.5	1	0.744792	0.5	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	4.75	2.3125	14.625	6.1875	76	37	234	99	82	0.4	0.0989011	31	2.06667	6	17	6	17	6	4	0	3.90141	27.3333	66.1556	-3.36054	31	85	40.3333	52.875	171.133	-4.12787	26	26	26	100	61	2.06667	2	1.26667	1	3	1.8	1	3	1.46667	1	3	2.06667	1	2	0.955556	0.333333	1	0.677778	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	5.46667	3.33333	21.4667	13.7333	82	50	322	206	64	0.285714	0.179487	25	1.78571	7	11	7	16	5	1	0	3.16789	21.3333	48.1333	-3.07493	31	74.6667	45.5	51.6889	149.867	-3.56695	25	25	25	102	81	2.21429	2	1.14286	1	4	2.14286	1	2	1.21429	1	4	2.21429	1	2	0.738095	0.25	1	0.630952	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
27	5.40741	2.96296	20.5926	12.5185	146	80	556	338	278	0.346154	0.0733333	70	2.69231	15	18	8	28	9	5	0	8.72158	92.6667	364.1	-4.85639	63	242.667	108	128.543	942.978	-5.85082	46	46	46	305	207	2.42308	3	1.38462	1	4	2	1	3	1.46154	1	5	2.42308	1	2	0.855769	0.25	1	0.660256	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
8	4.75	3.125	16.75	11.375	38	25	134	91	9	0.285714	0.4	10	1.42857	3	6	3	6	3	0	0	1.02597	3	4.2	-1.46385	13	21	17.5	18.375	17.4	-1.91785	11	11	11	28	28	1.85714	1	1	1	3	1.85714	1	1	1	1	3	1.85714	1	1	0.666667	0.333333	1	0.666667	0.333333	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0
13	4.61538	2.46154	14.3077	7.84615	60	32	186	102	48	0.166667	0.127273	23	1.91667	10	14	10	14	6	1	0	0.953153	16	31.4222	-2.85431	24	56	33.5	38.9744	86.8	-3.43471	18	18	18	75	57	2	2	1.33333	1	3	1.91667	1	2	1.33333	1	3	2	1	1	0.763889	0.333333	1	0.736111	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.71429	3.33333	23.619	14.0952	120	70	496	296	150	0.3	0.122807	53	2.65	12	22	12	22	8	1	0	6.27075	50	157.578	-3.98311	47	146.667	84.5	91.2381	444.889	-4.72524	35	35	35	207	168	2.35	2	1.2	1	4	2.15	1	3	1.4	1	4	2.35	1	3	0.875	0.25	1	0.591667	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
22	5.72727	3.40909	23.4545	15.1364	126	75	516	333	168	0.285714	0.115789	42	2	6	10	6	23	7	3	0	5.9378	56	177.978	-4.19764	49	161	78.8333	94.2576	515.2	-4.93435	39	39	39	207	144	2.33333	2	1.33333	1	4	2.09524	1	3	1.47619	1	4	2.33333	1	3	0.869048	0.25	1	0.646825	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
12	7	5.08333	39.8333	28.4167	84	61	478	341	24	0.454545	0.466667	17	1.54545	3	8	8	13	3	0	0	2.58993	8	18	-1.88562	24	47.6667	38.6667	40.3333	83.4889	-2.59014	24	24	24	66	66	2.18182	1	1	1	4	1.81818	1	3	1.36364	1	4	2.18182	1	3	1.08333	0.25	1	0.568182	0.25	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0
15	4.93333	2.8	16.6667	10.5333	74	42	250	158	68	0.428571	0.128205	36	2.57143	9	16	5	16	6	1	0	4.17669	22.6667	53.0222	-3.11285	26	74.6667	50.6667	50.1333	142.044	-4.08338	23	23	23	100	98	1.85714	2	1.07143	1	3	1.64286	1	2	1.21429	1	3	1.85714	1	2	0.904762	0.333333	1	0.666667	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
12	5	2.91667	17.3333	9.91667	60	35	208	119	36	0.181818	0.2	19	1.72727	4	7	7	13	5	0	0	4.76003	12	22.6	-2.52422	32	47.6667	30.6667	35.6667	69.6222	-1.8776	17	17	17	66	51	2.90909	2	1.36364	1	4	2.72727	1	2	1.36364	1	5	2.90909	1	1	0.568182	0.25	1	0.543939	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
11	5.09091	3.27273	19.2727	14	56	36	212	154	27	0.1	0.25	16	1.6	5	10	5	12	5	0	0	4.21575	9	15.5	-2.286	28	40	29	31.1515	52.8	-1.65145	16	16	16	55	50	2.8	2	1.2	1	4	2.8	1	2	1.2	1	4	2.8	1	1	0.516667	0.25	1	0.516667	0.25	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
21	7.2381	5.04762	41.0476	30.0952	152	106	862	632	134	0.25	0.216374	43	2.15	10	22	10	22	6	0	0	9.64856	44.6667	149.333	-3.65515	61	146.667	97.5	98.7619	511.378	-3.78827	43	43	43	210	197	3.05	2	1.15	1	7	2.8	1	3	1.35	1	7	3.05	1	3	0.78381	0.142857	1	0.48381	0.142857	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
14	4.85714	2.78571	16.8571	11.2143	68	39	236	157	57	0.230769	0.136364	23	1.76923	9	15	9	15	6	2	0	3.3484	19	39.2	-3.03466	32	65	38	43.9048	113	-3.10438	21	21	21	83	63	2.46154	3	1.53846	1	4	2.15385	1	3	1.69231	1	4	2.46154	1	2	0.942308	0.333333	1	0.660256	0.333333	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0
8	4.25	2.625	13	9.125	34	21	104	73	11	0.285714	0.266667	10	1.42857	3	9	3	9	4	0	0	0.454545	3.66667	4.66667	-1.69734	12	21	16.1667	17.625	16.6	-2.20896	10	10	10	28	25	1.71429	1	1	1	3	1.57143	1	2	1.14286	1	3	1.71429	1	2	0.904762	0.333333	1	0.690476	0.333333	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
21	6.66667	4.57143	36.4762	29.2381	140	96	766	614	140	0.25	0.181287	37	1.85	7	22	7	22	6	2	0	8.27565	46.6667	146.489	-3.85571	56	146.667	86.1667	93.6825	486.444	-4.11084	41	41	41	197	166	2.8	2	1.2	1	6	2.65	1	2	1.3	1	6	2.8	1	2	0.6975	0.166667	1	0.530833	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
19	5.05263	2.73684	17.3684	10.1053	96	52	330	192	123	0.222222	0.0955882	41	2.27778	7	20	7	20	8	2	0	4.93454	41	115.044	-3.82253	39	120	62.5	72.8421	304	-4.64567	29	29	29	157	116	2.16667	2	1.16667	1	4	2	1	2	1.27778	1	4	2.16667	1	2	0.810185	0.25	1	0.625	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
22	5.27273	2.77273	18.2727	8.86364	116	61	402	195	173	0.238095	0.0894737	46	2.19048	4	23	4	15	6	6	0	7.87712	57.6667	182.756	-4.26569	52	161	71.1667	88.9848	492.2	-4.9131	40	40	40	191	124	2.47619	2	1.42857	1	4	2.19048	1	2	1.52381	1	4	2.47619	1	2	0.825397	0.333333	1	0.634921	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
10	4.8	3.1	17.4	13.5	48	31	174	135	21	0.444444	0.25	14	1.55556	3	7	3	11	5	0	0	0.693182	7	10.9556	-2.11486	16	33	24.5	26.2333	37.4	-2.7798	14	14	14	45	41	1.77778	2	1.11111	1	3	1.66667	1	2	1.22222	1	3	1.77778	1	2	0.87037	0.333333	1	0.703704	0.333333	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
26	5.69231	3.03846	22.6923	11.1154	148	79	590	289	251	0.4	0.0905797	115	4.6	9	15	9	27	9	4	0	8.61019	83.6667	319.978	-4.67727	54	225	136.667	125.051	863.4	-5.81956	46	46	46	291	284	2.16	2	1.16	1	4	1.88	1	2	1.28	1	5	2.16	1	2	0.856667	0.25	1	0.639333	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	5.46667	3.06667	22.2667	11.7333	82	46	334	176	64	0.285714	0.179487	34	2.42857	6	16	11	16	6	0	0	3.62831	21.3333	49.8889	-3.02035	30	74.6667	47	52.6667	149.867	-3.64864	24	24	24	105	85	2.14286	1	1	1	5	2.07143	1	2	1.07143	1	5	2.14286	1	2	0.722619	0.2	1	0.615476	0.2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
19	4.94737	2.31579	16.4211	6.63158	94	44	312	126	124	0.277778	0.0882353	56	3.11111	18	20	5	20	8	2	0	7.32822	41.3333	118.089	-3.80361	63	120	62.6667	72.4211	300.667	-3.28725	29	29	29	157	115	3.5	3	1.94444	1	5	2.83333	1	3	2	1	7	3.5	1	1.5	0.775	0.25	1	0.627513	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
13	4.46154	2.30769	12.9231	6.92308	58	30	168	90	49	0.25	0.109091	23	1.91667	9	14	4	14	6	2	0	3.69789	16.3333	31.9889	-2.88785	30	56	32.1667	38.3077	85.4	-2.81348	19	19	19	72	52	2.5	3	1.5	1	3	2	1	4	1.66667	1	5	2.5	1	2	0.902778	0.333333	1	0.654167	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	5	2.8125	17.25	10.6875	80	45	276	171	80	0.333333	0.120879	33	2.2	11	12	12	17	7	2	0	5.88679	26.6667	64.1333	-3.32987	39	85	50.6667	55.25	175.667	-3.47067	25	25	25	112	94	2.6	3	1.4	1	4	2.13333	1	3	1.66667	1	5	2.6	1	3	0.95	0.333333	1	0.595556	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
18	4.77778	2.27778	14.5556	5.94444	86	41	262	107	110	0.411765	0.0833333	68	4	9	11	9	19	9	0	0	4.06555	36.6667	100.078	-3.66524	28	107.667	74.8333	69.2037	249.111	-5.04754	25	25	25	153	153	1.64706	1	1	1	3	1.64706	1	1	1	1	3	1.64706	1	1	0.715686	0.333333	1	0.715686	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
17	5.52941	3.29412	21.6471	13.2941	94	56	368	226	89	0.25	0.152381	35	2.1875	10	11	11	18	5	3	0	6.18511	29.6667	74.8556	-3.42892	42	96	61.1667	61.4118	224.6	-3.6032	30	30	30	118	118	2.625	3	1.375	1	5	2.4375	1	3	1.5	1	5	2.625	1	2	0.791667	0.333333	1	0.583333	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
20	5.5	2.85	21.7	10.25	110	57	434	205	135	0.263158	0.117647	49	2.57895	12	21	12	21	8	1	0	8.9405	45	136.378	-3.85337	44	133	64.6667	83.5333	373.8	-4.60331	32	32	32	187	115	2.31579	2	1.15789	1	5	2.10526	1	2	1.26316	1	5	2.31579	1	2	0.795614	0.2	1	0.611404	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
24	5.83333	3.375	23.4167	13.2083	140	81	562	317	206	0.217391	0.108225	58	2.52174	10	25	10	25	8	1	0	14.0989	68.6667	246.944	-4.36965	65	191.667	93.8333	113.569	682.778	-4.84755	41	41	41	268	180	2.82609	3	1.30435	1	5	2.47826	1	3	1.3913	1	6	2.82609	1	2	0.736957	0.2	1	0.558696	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	5	2.8125	17.25	10.6875	80	45	276	171	80	0.266667	0.120879	30	2	6	13	13	17	7	1	0	2.20219	26.6667	63.3889	-3.34936	36	85	47.8333	55.7292	175.667	-3.69702	24	24	24	115	85	2.4	2	1.4	1	4	2.2	1	2	1.46667	1	4	2.4	1	2	0.794444	0.25	1	0.661111	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
24	5.75	3.125	23.4167	11.7083	138	75	562	281	207	0.304348	0.103896	77	3.34783	9	25	12	25	10	0	0	16.0068	69	250.578	-4.35891	67	191.667	97	116.5	677.222	-4.79054	39	39	39	276	186	2.91304	3	1.34783	1	5	2.52174	1	3	1.3913	1	6	2.91304	1	2	0.696377	0.2	1	0.573913	0.2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
15	5.06667	2.93333	17.8667	11.3333	76	44	268	170	67	0.357143	0.141026	27	1.92857	7	16	7	16	6	1	0	4.90979	22.3333	50.9333	-3.12934	39	74.6667	43.8333	50.5333	144	-2.97222	23	23	23	101	77	2.78571	3	1.5	1	4	1.92857	1	3	1.92857	1	5	2.78571	1	3	1.27381	0.5	1	0.582143	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	5.375	3.1875	20.625	12.9375	86	51	330	207	77	0.333333	0.153846	29	1.93333	3	17	3	17	6	1	0	3.96469	25.6667	61.8333	-3.26406	36	85	50	57.4583	182.467	-3.62747	26	26	26	118	90	2.4	2	1.33333	1	4	2.26667	1	2	1.4	1	4	2.4	1	2	0.772222	0.25	1	0.65	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	4.8	2.53333	15.0667	7.73333	72	38	226	116	69	0.428571	0.115385	37	2.64286	1	9	9	16	7	0	0	3.96296	23	52.7	-3.16827	46	74.6667	49.1667	50.7111	140.089	-2.42201	21	21	21	105	95	3.28571	3	1.78571	1	4	2.42857	1	4	2	1	6	3.28571	1	2	0.89881	0.333333	1	0.614286	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
18	5.66667	3.27778	21.8889	11.6111	102	59	394	209	102	0.294118	0.15	39	2.29412	10	19	10	19	6	0	0	7.91919	34	93.7	-3.51244	42	107.667	63	71.3333	272.756	-3.97611	29	29	29	153	120	2.47059	2	1.17647	1	4	2.17647	1	2	1.29412	1	5	2.47059	1	2	0.784314	0.25	1	0.572549	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
10	4.4	2.3	13.2	6.3	44	23	132	63	23	0.333333	0.178571	17	1.88889	3	5	5	11	5	0	0	0.993506	7.66667	11.9222	-2.22038	15	33	23	25.5333	35.9333	-3.00278	13	13	13	45	39	1.66667	1	1	1	3	1.55556	1	2	1.11111	1	3	1.66667	1	2	0.87037	0.333333	1	0.703704	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
17	5.41176	3.05882	20.2353	10.8235	92	52	344	184	90	0.1875	0.142857	38	2.375	2	18	2	18	6	1	0	5.42716	30	76.8667	-3.42178	42	96	58.6667	63.5686	222	-3.62424	27	27	27	134	112	2.625	2	1.5	1	5	2.375	1	2	1.5625	1	5	2.625	1	2	0.785417	0.333333	1	0.654167	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	5.625	3.1875	23.25	12.1875	90	51	372	195	75	0.2	0.175824	34	2.26667	9	17	9	17	6	0	0	5.57661	25	61.4222	-3.1899	33	85	52.5	58.7292	187	-3.80262	26	26	26	120	98	2.2	1	1	1	5	2.2	1	1	1	1	5	2.2	1	1	0.596667	0.2	1	0.596667	0.2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
12	5	2.91667	18.3333	10.9167	60	35	220	131	36	0.363636	0.2	20	1.81818	4	6	6	13	5	1	0	1.57332	12	21.7222	-2.57471	21	47.6667	32.5	35.25	69.6222	-3.19591	18	18	18	64	57	1.90909	2	1.09091	1	3	1.54545	1	3	1.36364	1	3	1.90909	1	3	1.07576	0.333333	1	0.666667	0.333333	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0
13	4.76923	2.61538	15.2308	8.30769	62	34	198	108	47	0.25	0.145455	23	1.91667	5	9	9	14	5	1	0	2.06808	15.6667	30.7222	-2.82651	22	56	34.8333	39.2821	88.2	-3.6203	19	19	19	75	61	1.83333	2	1.08333	1	3	1.83333	1	2	1.08333	1	3	1.83333	1	1	0.694444	0.333333	1	0.694444	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	5	2.5625	17.25	8.0625	80	41	276	129	80	0.466667	0.120879	41	2.73333	8	9	8	17	7	1	0	2.27841	26.6667	65.3	-3.29999	30	85	53	56.2083	175.667	-4.14971	24	24	24	116	101	2	2	1.13333	1	4	1.8	1	2	1.26667	1	4	2	1	2	0.905556	0.25	1	0.683333	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.04762	2.47619	16.7619	7.2381	106	52	352	152	157	0.5	0.0818713	67	3.35	6	22	6	22	6	7	0	5.30812	52.3333	158.256	-4.16005	51	146.667	83.5	81.2381	415.8	-4.69157	38	38	38	162	162	2.55	3	1.4	1	3	1.8	1	5	2	1	5	2.55	1	3	1.21667	0.333333	1	0.625	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.04762	2.38095	16.7619	6.66667	106	50	352	140	157	0.35	0.0818713	72	3.6	10	22	10	22	8	4	0	7.80822	52.3333	164.067	-4.08572	43	146.667	79.3333	84.1905	415.8	-5.0839	35	35	35	182	152	2.15	2	1.2	1	4	1.95	1	2	1.25	1	4	2.15	1	2	0.791667	0.25	1	0.675	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
19	5.68421	3.36842	22.4211	13.2632	108	64	426	252	117	0.166667	0.139706	38	2.11111	3	11	11	20	7	0	0	9.71191	39	111.389	-3.69525	55	120	66	77.8246	324	-3.61111	31	31	31	171	123	3.05556	3	1.44444	1	5	2.77778	1	3	1.44444	1	6	3.05556	1	1	0.601852	0.25	1	0.559259	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
23	5.3913	2.78261	20.4348	9.82609	124	64	470	226	191	0.409091	0.0904762	81	3.68182	2	24	2	24	8	6	0	7.68259	63.6667	216.178	-4.33019	69	176	94.5	98.4348	572.267	-4.47285	41	41	41	209	182	3.13636	3	2.04545	1	6	2.68182	1	4	2.36364	1	6	3.13636	1	2	0.985606	0.5	1	0.702273	0.5	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.52381	3.04762	21.619	11.5238	116	64	454	242	152	0.35	0.111111	51	2.55	17	22	17	22	8	2	0	3.83928	50.6667	158.678	-4.02221	75	146.667	78.5	89.5238	436.578	-3.42994	35	35	35	204	152	3.75	3	2	1	6	2.7	1	4	2.4	1	7	3.75	1	3	1.10417	0.333333	1	0.595119	0.285714	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
14	4.57143	2.35714	13.8571	7.35714	64	33	194	103	59	0.384615	0.106061	27	2.07692	1	9	1	15	7	1	0	4.44958	19.6667	41.8111	-3.04148	36	65	36.6667	43.8571	109.667	-2.76924	19	19	19	86	61	2.76923	3	1.53846	1	4	2	1	3	1.84615	1	5	2.76923	1	3	1.11538	0.333333	1	0.626923	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.80952	3.2381	24.1905	12.381	122	68	508	260	149	0.2	0.128655	49	2.45	1	10	10	22	7	1	0	13.0339	49.6667	159.189	-3.93649	63	146.667	69.8333	90.7619	449.044	-3.94828	36	36	36	202	122	3.15	3	1.55	1	5	2.65	1	3	1.65	1	6	3.15	1	2	0.801667	0.2	1	0.576667	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
20	5	2.55	16	7.55	100	51	320	151	140	0.368421	0.0849673	49	2.57895	2	13	2	21	9	0	0	5.54603	46.6667	138.167	-3.97013	41	133	67.6667	82.3	355.133	-4.88194	29	29	29	190	127	2.15789	2	1.36842	1	4	2	1	2	1.42105	1	4	2.15789	1	2	0.807018	0.333333	1	0.701754	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
23	6.17391	3.65217	28.5217	16.3478	142	84	656	376	182	0.363636	0.133333	54	2.45455	1	10	10	24	7	2	0	9.50536	60.6667	207.444	-4.21211	60	176	90.6667	105.362	617.867	-4.66671	43	43	43	237	175	2.72727	2	1.27273	1	6	2.40909	1	3	1.5	1	6	2.72727	1	3	0.884091	0.166667	1	0.565909	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.2381	2.85714	19.0476	10.9524	110	60	400	230	155	0.45	0.0935673	61	3.05	8	22	8	22	8	4	0	6.28766	51.6667	160.733	-4.07528	57	146.667	84.8333	84.4444	424.111	-4.35403	35	35	35	183	168	2.85	3	1.95	1	4	2.55	1	3	2.1	1	5	2.85	1	2	0.904167	0.333333	1	0.718333	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
