n	second_moment_degree	second_moment_degree_out	third_moment_degree	third_moment_degree_out	sum_squared_degrees	sum_squared_out_degrees	sum_cubed_degrees	sum_cubed_out_degrees	num_pairs_independent_edges	head_initial	hubiness	sum_hierarchical_distance	mean_hierarchical_distance	tree_centre1	tree_centre2	tree_centroid1	tree_centroid2	tree_diameter	caterpillar_distance	num_crossings	predicted_num_crossings	exp_num_crossings	var_num_crossings	z_score_num_crossings	sum_edge_lengths	exp_sum_edge_lengths	exp_sum_edge_lengths_projective	exp_sum_edge_lengths_planar	var_sum_edge_lengths	z_score_sum_edge_lengths	min_sum_edge_lengths	min_sum_edge_lengths_planar	min_sum_edge_lengths_projective	max_sum_edge_lengths_planar	max_sum_edge_lengths_projective	mean_dependency_distance	flux_max_weight	flux_mean_weight	flux_min_weight	flux_max_left_span	flux_mean_left_span	flux_min_left_span	flux_max_right_span	flux_mean_right_span	flux_min_right_span	flux_max_size	flux_mean_size	flux_min_size	flux_max_RL_ratio	flux_mean_RL_ratio	flux_min_RL_ratio	flux_max_WS_ratio	flux_mean_WS_ratio	flux_min_WS_ratio	empty	singleton	bistar	caterpillar	linear	quasistar	spider	two_linear	star	unknown	EC1	planar	projective	WG1	unknown_syntactic_dependency_structure
21	5.61905	3.14286	21.619	11.2381	118	66	454	236	151	0.3	0.116959	50	2.5	11	14	11	22	7	2	0	7.18045	50.3333	157.133	-4.01533	43	146.667	78.6667	89.7143	440.733	-4.938	36	36	36	204	152	2.15	2	1.1	1	4	2	1	2	1.15	1	4	2.15	1	2	0.733333	0.25	1	0.633333	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
24	5.66667	2.95833	22.4167	10.4583	136	71	538	251	208	0.304348	0.0995671	72	3.13043	11	14	11	14	9	1	0	12.4224	69.3333	249.5	-4.38942	51	191.667	90.5	115.042	671.667	-5.42768	39	39	39	274	169	2.21739	2	1.13043	1	4	2.04348	1	2	1.17391	1	4	2.21739	1	2	0.706522	0.25	1	0.612319	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
24	5.41667	2.70833	19.9167	8.70833	130	65	478	209	211	0.434783	0.0865801	73	3.17391	10	12	12	25	9	2	0	10.4008	70.3333	254.878	-4.4055	52	191.667	83.3333	111.444	655	-5.45723	39	39	39	257	147	2.26087	2	1.30435	1	5	2.04348	1	2	1.43478	1	5	2.26087	1	2	0.89058	0.25	1	0.665942	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
26	6.23077	3.5	29.1538	15.5	162	91	758	403	244	0.36	0.115942	85	3.4	5	11	14	27	7	5	0	11.7856	81.3333	316.956	-4.56846	68	225	116.667	126	909.6	-5.20564	50	50	50	276	228	2.72	2	1.2	1	6	2.04	1	4	1.68	1	6	2.72	1	4	1.17133	0.166667	1	0.557333	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	4.93333	2.66667	16.2667	8.53333	74	40	244	128	68	0.0714286	0.128205	31	2.21429	14	16	14	16	6	1	0	5.14798	22.6667	50.9333	-3.17604	40	74.6667	45.8333	50.4	142.044	-2.90871	22	22	22	103	85	2.85714	3	1.5	1	5	2.85714	1	3	1.5	1	5	2.85714	1	1	0.595238	0.25	1	0.595238	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
29	5.51724	2.82759	20.1379	9.03448	160	82	584	262	326	0.321429	0.0712251	100	3.57143	13	30	13	30	10	2	0	12.8337	108.667	457.067	-5.08284	60	280	132.667	150.805	1189.33	-6.37927	48	48	48	385	272	2.14286	2	1.14286	1	4	1.89286	1	2	1.25	1	4	2.14286	1	2	0.824405	0.25	1	0.622024	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
24	5.25	2.625	18.1667	7.95833	126	63	436	191	213	0.347826	0.0779221	60	2.6087	2	10	10	25	9	3	0	9.52405	71	251.167	-4.47999	57	191.667	79.1667	106.319	643.889	-5.30707	39	39	39	249	139	2.47826	2	1.43478	1	4	2.21739	1	2	1.52174	1	4	2.47826	1	2	0.833333	0.25	1	0.652174	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
20	4.7	2.25	13.9	6.35	94	45	278	127	143	0.368421	0.0653595	49	2.57895	3	21	9	21	8	5	0	5.43867	47.6667	141.189	-4.01157	45	133	62	75	343.933	-4.7451	32	32	32	159	110	2.36842	2	1.47368	1	4	2.21053	1	2	1.57895	1	4	2.36842	1	2	0.872807	0.25	1	0.697368	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
17	5.05882	2.58824	17.4118	8	86	44	296	136	93	0.3125	0.114286	44	2.75	7	18	11	18	8	0	0	4.98973	31	79.3	-3.48117	34	96	58	63.0588	214.2	-4.23625	25	25	25	136	112	2.125	2	1.125	1	4	1.9375	1	3	1.25	1	4	2.125	1	2	0.796875	0.25	1	0.630208	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
14	4.42857	2.07143	12.5714	5.21429	62	29	176	73	60	0.384615	0.0909091	34	2.61538	7	9	7	15	7	1	1	4.53289	20	42.9889	-2.89785	24	65	39.5	44.119	108	-3.94523	19	19	19	89	71	1.84615	2	1.15385	1	3	1.76923	1	2	1.15385	1	3	1.84615	1	1	0.74359	0.333333	1	0.717949	0.333333	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
30	6.2	3.63333	27.7333	15.9667	186	109	832	479	342	0.310345	0.0952381	85	2.93103	14	17	14	17	9	4	0	15.463	114	496.8	-5.11463	79	299.667	142	163.178	1412.22	-5.87199	56	56	56	402	289	2.72414	3	1.2069	1	6	2.41379	1	3	1.34483	1	6	2.72414	1	3	0.77931	0.166667	1	0.555747	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
6	4	2.83333	12.6667	10.8333	24	17	76	65	3	0.2	0.5	6	1.2	3	5	3	7	3	0	0	0	1	1	-1	9	11.6667	10.5	10.8333	5.75556	-1.11154	7	7	7	15	15	1.8	1	1	1	3	1.8	1	1	1	1	3	1.8	1	1	0.666667	0.333333	1	0.666667	0.333333	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0
19	5.15789	2.73684	18	9.15789	98	52	342	174	122	0.333333	0.102941	42	2.33333	3	11	11	20	7	2	0	5.94732	40.6667	115.856	-3.77816	43	120	61	73.4035	307.333	-4.39224	30	30	30	157	111	2.38889	2	1.44444	1	5	2.22222	1	2	1.55556	1	5	2.38889	1	2	0.864815	0.333333	1	0.67963	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
18	5.44444	3.16667	20.2222	11.9444	98	57	364	215	104	0.235294	0.133333	42	2.47059	10	11	10	19	7	0	0	7.52018	34.6667	96.2	-3.53447	38	107.667	64.1667	71.0556	266.844	-4.26477	28	28	28	153	123	2.23529	2	1.17647	1	4	2.23529	1	2	1.17647	1	4	2.23529	1	1	0.632353	0.25	1	0.632353	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
28	5.21429	2.67857	17.7857	9.10714	146	75	498	255	305	0.333333	0.0615385	66	2.44444	11	29	11	29	8	8	0	9.74422	101.667	405.422	-5.04923	76	261	100.5	129.226	1034.33	-5.7523	50	50	50	298	179	2.81481	3	1.59259	1	5	2.37037	1	3	1.77778	1	5	2.81481	1	3	0.928395	0.25	1	0.635185	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
26	5.53846	2.88462	20.1538	9.03846	144	75	524	235	253	0.28	0.0833333	68	2.72	16	27	10	16	8	4	0	14.0082	84.3333	321.867	-4.70069	67	225	94.5	123.654	850.2	-5.41872	45	45	45	303	173	2.68	2	1.28	1	4	2.12	1	3	1.56	1	6	2.68	1	3	0.92	0.25	1	0.575333	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
24	5.58333	3.125	20.6667	11.2083	134	75	496	269	209	0.391304	0.0952381	60	2.6087	13	25	13	25	8	2	0	5.39142	69.6667	244.944	-4.45134	45	191.667	95.5	111.069	666.111	-5.68274	40	40	40	266	188	1.95652	2	1.13043	1	3	1.73913	1	3	1.30435	1	3	1.95652	1	3	0.927536	0.333333	1	0.666667	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	4.66667	2.26667	13.8667	5.73333	70	34	208	86	70	0.285714	0.102564	39	2.78571	6	8	8	16	7	0	0	3.72068	23.3333	53.4222	-3.19239	24	74.6667	45.8333	50.4889	138.133	-4.31095	21	21	21	105	85	1.71429	1	1	1	3	1.71429	1	1	1	1	3	1.71429	1	1	0.690476	0.333333	1	0.690476	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
15	5.33333	2.93333	20.6667	10.5333	80	44	310	158	65	0.285714	0.166667	32	2.28571	9	16	9	16	6	2	0	5.78147	21.6667	49.6222	-3.07577	40	74.6667	46.3333	50.8889	147.911	-2.85044	25	25	25	97	84	2.85714	2	1.14286	1	5	2.64286	1	2	1.21429	1	6	2.85714	1	2	0.661905	0.2	1	0.542857	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
17	4.94118	2.35294	16.7059	6.94118	84	40	284	118	94	0.3125	0.104762	42	2.625	7	18	7	18	6	4	0	6.17194	31.3333	78.8333	-3.529	40	96	51.3333	59.0196	211.6	-3.84973	28	28	29	114	89	2.5	2	1.3125	1	4	2.125	1	2	1.375	1	5	2.5	1	2	0.78125	0.333333	1	0.633333	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
7	3.71429	1.71429	9.42857	3.42857	26	12	66	24	8	0.333333	0.2	12	2	3	8	3	8	4	0	0	0.571429	2.66667	3	-1.5396	10	16	13	13.619	9.86667	-1.91014	8	8	8	21	21	1.66667	1	1	1	3	1.66667	1	1	1	1	3	1.66667	1	1	0.722222	0.333333	1	0.722222	0.333333	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
6	3.33333	1.5	7.66667	2.83333	20	9	46	17	5	0.2	0.166667	8	1.6	2	7	2	5	4	0	0	0	1.66667	1.68889	-1.28247	8	11.6667	8.83333	10.2778	5.44444	-1.57143	6	6	6	15	12	1.6	1	1	1	3	1.6	1	1	1	1	3	1.6	1	1	0.766667	0.333333	1	0.766667	0.333333	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0
13	5.07692	2.92308	18.4615	10.6154	66	38	240	138	45	0.0833333	0.181818	22	1.83333	4	12	4	14	5	1	0	3.01201	15	29.4778	-2.76276	29	56	35.6667	40.3077	91	-2.83037	20	20	20	76	62	2.41667	2	1.33333	1	4	2.25	1	2	1.41667	1	4	2.41667	1	2	0.770833	0.25	1	0.618056	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
34	5.58824	2.91176	20.4706	9.61765	190	99	696	327	466	0.30303	0.0604839	123	3.72727	11	17	17	35	11	7	3	19.6111	155.333	768.711	-5.49431	97	385	164.667	192.824	1955.33	-6.51302	61	61	61	498	338	2.93939	3	1.57576	1	6	2.72727	1	3	1.60606	1	7	2.93939	1	2	0.708081	0.25	1	0.635931	0.25	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
11	4.72727	2.72727	15.4545	9.09091	52	30	170	100	29	0.2	0.194444	19	1.9	2	12	2	12	4	1	0	1.33223	9.66667	16.4333	-2.38459	33	40	29.1667	30	50.9333	-0.980837	16	16	16	52	52	3.3	3	1.7	1	4	2.6	1	3	1.8	1	5	3.3	1	1.5	0.775	0.25	1	0.575	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
18	5.66667	3.5	23.8889	16.6111	102	63	430	299	102	0.235294	0.15	29	1.70588	3	9	9	19	5	4	0	4.23293	34	87.9111	-3.62624	41	107.667	57.6667	67.4815	272.756	-4.03666	34	34	34	133	97	2.41176	2	1.29412	1	3	1.88235	1	3	1.58824	1	4	2.41176	1	3	1.03922	0.333333	1	0.598039	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
17	5.05882	2.58824	16.7059	7.29412	86	44	284	124	93	0.25	0.114286	37	2.3125	10	18	10	18	6	2	0	6.42519	31	81.0889	-3.44256	33	96	48.8333	61.1373	214.2	-4.30458	27	27	27	128	83	2.0625	2	1.125	1	4	2	1	2	1.125	1	4	2.0625	1	1	0.671875	0.25	1	0.651042	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
26	5.84615	3.34615	23.8462	13.4231	152	87	620	349	249	0.24	0.0978261	71	2.84	3	4	3	21	9	2	3	12.5651	83	319.744	-4.47392	76	225	109.333	129.026	876.6	-5.03252	45	45	45	313	215	3.04	3	1.68	1	5	2.96	1	3	1.72	1	5	3.04	1	2	0.686667	0.25	1	0.622667	0.25	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
26	5.46154	2.88462	19.6923	9.5	142	75	512	247	254	0.36	0.0797101	84	3.36	12	16	12	27	9	2	0	7.34858	84.6667	320.656	-4.72817	50	225	118.5	125.321	843.6	-6.02518	42	42	42	304	246	2	2	1.12	1	4	1.76	1	2	1.28	1	4	2	1	2	0.91	0.25	1	0.643333	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	4.53333	2.26667	13.4667	6.93333	68	34	202	104	71	0.5	0.0897436	33	2.35714	4	16	14	16	8	1	0	4.21803	23.6667	53.3778	-3.23934	39	74.6667	43.5	49.5556	136.178	-3.05639	20	20	20	103	79	2.78571	2	1.42857	1	4	2.28571	1	3	1.78571	1	5	2.78571	1	3	1.04167	0.25	1	0.582143	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
17	4.70588	2.35294	14.2353	6.94118	80	40	242	118	96	0.375	0.0857143	32	2	7	18	7	18	6	4	0	3.36873	32	79.7889	-3.58244	34	96	45.6667	57.451	206.4	-4.31556	27	27	27	114	72	2.125	3	1.4375	1	3	1.75	1	3	1.625	1	4	2.125	1	2	1.05208	0.5	1	0.71875	0.5	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
11	5.63636	4	25.2727	21.0909	62	44	278	232	24	0.1	0.333333	14	1.4	7	12	7	12	4	0	0	2.69163	8	13.9778	-2.13979	24	40	30	32.2424	55.6	-2.14577	18	18	18	55	49	2.4	1	1	1	5	2.4	1	1	1	1	5	2.4	1	1	0.561667	0.2	1	0.561667	0.2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
20	4.7	2.15	13.9	5.45	94	43	278	109	143	0.473684	0.0653595	49	2.57895	10	12	10	21	9	3	0	5.8462	47.6667	140.889	-4.01584	41	133	58.6667	76.8333	343.933	-4.96079	30	30	30	172	100	2.15789	2	1.26316	1	3	1.73684	1	4	1.57895	1	4	2.15789	1	4	1.11404	0.333333	1	0.671053	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
23	5.56522	2.86957	23.5652	11.913	128	66	542	274	189	0.318182	0.1	61	2.77273	13	15	4	24	9	3	0	7.39599	63	213.478	-4.31186	59	176	77.1667	103.71	582.4	-4.84814	40	40	40	238	134	2.68182	3	1.31818	1	3	1.86364	1	4	1.90909	1	6	2.68182	1	4	1.18182	0.333333	1	0.597727	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
47	5.57447	2.85106	20.0851	9.53191	262	134	944	448	950	0.26087	0.040404	142	3.08696	11	32	32	48	9	20	0	29.4337	316.667	2081.8	-6.94037	154	736	216	280.241	5261.33	-8.02371	96	96	96	699	424	3.34783	3	1.76087	1	7	2.93478	1	3	1.93478	1	7	3.34783	1	3	0.805849	0.285714	1	0.577226	0.285714	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.33333	2.85714	20.1905	10.6667	112	60	424	224	154	0.35	0.0994152	45	2.25	7	22	2	22	8	3	0	5.4594	51.3333	158.544	-4.07684	58	146.667	66.5	85.0794	428.267	-4.28453	35	35	35	186	114	2.9	2	1.5	1	6	2.5	1	3	1.75	1	6	2.9	1	3	0.9425	0.2	1	0.6375	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
45	6.08889	3.24444	26.3556	13.1111	274	146	1186	590	853	0.363636	0.055371	171	3.88636	4	18	18	46	11	10	0	19.5035	284.333	1795.38	-6.71042	126	674.667	248.833	294.859	4849.93	-7.87845	88	88	98	812	519	2.86364	2	1.47727	1	5	2.56818	1	3	1.63636	1	5	2.86364	1	3	0.806061	0.25	1	0.575	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	4.66667	2.4	14.2667	7.33333	70	36	214	110	70	0.285714	0.102564	32	2.28571	9	16	9	16	8	0	0	2.83537	23.3333	52.6222	-3.21656	24	74.6667	44	50.2667	138.133	-4.31095	20	20	20	105	81	1.71429	2	1.07143	1	3	1.71429	1	2	1.07143	1	3	1.71429	1	1	0.72619	0.333333	1	0.72619	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
18	4.77778	2.16667	14.8889	5.61111	86	39	268	101	110	0.352941	0.0833333	48	2.82353	6	19	6	10	8	2	0	4.78906	36.6667	97.4222	-3.71486	37	107.667	55.1667	65.537	249.111	-4.47732	26	26	26	139	100	2.17647	2	1.23529	1	4	1.82353	1	2	1.41176	1	4	2.17647	1	2	0.97549	0.25	1	0.651961	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
35	5.82857	3.14286	23.2	11.6	204	110	812	406	493	0.294118	0.0662879	108	3.17647	17	36	17	36	10	6	0	17.4355	164.333	820.767	-5.73609	87	408	166.333	198.362	2189.6	-6.85998	64	64	64	514	340	2.55882	2	1.26471	1	5	2.20588	1	3	1.44118	1	5	2.55882	1	3	0.861275	0.2	1	0.581863	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
17	4.94118	2.58824	16.7059	8.70588	84	44	284	148	94	0.375	0.104762	37	2.3125	10	11	11	18	7	3	0	4.97323	31.3333	78.2444	-3.54226	39	96	53.8333	59.7255	211.6	-3.91847	27	27	27	121	99	2.4375	3	1.4375	1	4	2	1	3	1.625	1	5	2.4375	1	2	0.932292	0.333333	1	0.652083	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
11	4.72727	2.54545	15.4545	7.45455	52	28	170	82	29	0.4	0.194444	18	1.8	5	8	5	12	5	0	0	1.48529	9.66667	17.0333	-2.34222	18	40	25.3333	30.5455	50.9333	-3.08263	15	15	15	55	40	1.8	1	1	1	3	1.5	1	3	1.3	1	3	1.8	1	3	1.08333	0.333333	1	0.666667	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
15	4.53333	2.26667	13.4667	6.93333	68	34	202	104	71	0.285714	0.0897436	30	2.14286	10	11	5	16	7	2	0	2.50604	23.6667	52.6222	-3.26251	26	74.6667	40.6667	48.2222	136.178	-4.17041	21	21	21	97	69	1.85714	2	1.28571	1	3	1.71429	1	2	1.35714	1	3	1.85714	1	2	0.892857	0.333333	1	0.761905	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
24	6.25	3.70833	29.1667	16.7083	150	89	700	401	201	0.217391	0.12987	55	2.3913	3	21	21	25	7	2	0	13.7928	67	245.811	-4.2734	86	191.667	92	114.028	710.556	-3.96405	44	44	44	258	172	3.73913	2	1.47826	1	8	3.3913	1	2	1.52174	1	9	3.73913	1	2	0.628364	0.166667	1	0.529331	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
24	5.91667	3.45833	25.1667	14.7083	142	83	604	353	205	0.434783	0.112554	56	2.43478	13	25	13	25	6	6	0	10.3081	68.3333	242.433	-4.38871	63	191.667	95.8333	106.542	688.333	-4.90418	46	46	46	228	185	2.73913	2	1.34783	1	5	2	1	3	1.73913	1	6	2.73913	1	3	1.13696	0.25	1	0.581884	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
14	5.71429	3.5	23.7143	13.7857	80	49	332	193	51	0.307692	0.227273	23	1.76923	3	8	8	15	5	0	0	3.48369	17	38.2333	-2.74934	26	65	40	47.7619	123	-3.51651	23	23	23	91	67	2	2	1.07692	1	3	1.76923	1	2	1.23077	1	3	2	1	2	0.884615	0.333333	1	0.628205	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
7	4.28571	2.57143	13.7143	7.71429	30	18	96	54	6	0.166667	0.4	9	1.5	2	6	6	8	3	0	0	1.32143	2	2.4	-1.29099	13	16	13.5	14.2857	10.4	-0.930261	9	9	9	21	21	2.16667	1	1	1	4	2.16667	1	1	1	1	4	2.16667	1	1	0.597222	0.25	1	0.597222	0.25	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0
17	6.58824	4.23529	37.5294	24.5882	112	72	638	418	80	0.1875	0.238095	31	1.9375	3	13	13	18	5	2	0	3.18058	26.6667	67.9556	-3.23487	46	96	60.1667	66.902	248	-3.175	33	33	33	128	109	2.875	2	1.125	1	7	2.75	1	2	1.1875	1	7	2.875	1	2	0.662054	0.142857	1	0.54747	0.142857	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
39	6.30769	3.53846	28.5641	14.9744	246	138	1114	584	618	0.394737	0.0720721	111	2.92105	21	40	21	40	10	7	0	16.1105	206	1145.11	-6.08756	101	506.667	180.833	240.359	3196.89	-7.17473	77	77	77	660	358	2.65789	3	1.39474	1	5	2.28947	1	4	1.60526	1	5	2.65789	1	2	0.872368	0.2	1	0.613158	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
23	5.65217	3.13043	21.7391	11.1304	130	72	500	256	188	0.318182	0.104762	50	2.27273	1	8	8	24	7	4	0	10.1699	62.6667	213.8	-4.28581	58	176	77.6667	99.913	587.467	-4.86845	41	41	41	219	137	2.63636	2	1.36364	1	5	2.13636	1	3	1.59091	1	5	2.63636	1	3	0.990152	0.2	1	0.599242	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
7	4	2.57143	12	9.42857	28	18	84	66	7	0.166667	0.3	9	1.5	0	8	6	8	4	0	0	1.32143	2.33333	2.78889	-1.39721	15	16	13.5	14	10.1333	-0.31414	8	8	8	21	21	2.5	2	1.16667	1	4	2.16667	1	2	1.33333	1	4	2.5	1	2	0.847222	0.25	1	0.541667	0.25	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0
11	4.90909	3.09091	17.6364	12.9091	54	34	194	142	28	0.2	0.222222	15	1.5	7	12	7	12	4	1	0	2.05527	9.33333	15.5333	-2.36812	22	40	27.1667	30.4242	51.8667	-2.49936	17	17	17	52	43	2.2	2	1.1	1	4	2.1	1	2	1.1	1	4	2.2	1	1	0.641667	0.25	1	0.608333	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	5.375	2.9375	19.875	9.5625	86	47	318	153	77	0.266667	0.153846	32	2.13333	7	17	7	17	6	0	0	7.25108	25.6667	63.8222	-3.2128	36	85	46.1667	58.1875	182.467	-3.62747	25	25	25	120	78	2.4	2	1.2	1	4	2.06667	1	2	1.33333	1	5	2.4	1	2	0.838889	0.25	1	0.598889	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
24	5.75	3.29167	22.6667	12.7083	138	79	544	305	207	0.26087	0.103896	56	2.43478	11	25	11	25	6	5	0	10.1569	69	242.289	-4.43284	55	191.667	95.1667	107.569	677.222	-5.25166	45	45	45	243	186	2.3913	2	1.21739	1	5	2.17391	1	2	1.30435	1	5	2.3913	1	2	0.765942	0.2	1	0.599275	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
10	4.2	1.9	12	4.5	42	19	120	45	24	0.222222	0.142857	19	2.11111	7	11	7	11	6	0	3	3.19738	8	13.0222	-1.38557	18	33	21	25.4	35.2	-2.52825	12	12	12	45	33	2	2	1.11111	1	4	1.88889	1	2	1.11111	1	5	2	1	1	0.703704	0.333333	1	0.692593	0.333333	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0
23	5.30435	2.69565	18.087	7.73913	122	62	416	178	192	0.227273	0.0857143	51	2.31818	9	24	9	24	6	7	0	13.3232	64	218.167	-4.33297	68	176	69.1667	94.9565	567.2	-4.53477	42	42	42	200	111	3.09091	2	1.59091	1	5	2.5	1	3	1.86364	1	5	3.09091	1	3	0.961364	0.25	1	0.581061	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
8	3.75	1.875	9.25	4.625	30	15	74	37	13	0.428571	0.133333	12	1.71429	2	5	2	5	5	0	0	0	4.33333	5.42222	-1.86094	10	21	15.1667	16.9583	15.8	-2.76735	9	9	9	28	24	1.42857	1	1	1	2	1.28571	1	2	1.14286	1	2	1.42857	1	2	1	0.5	1	0.785714	0.5	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
20	6.4	4.15	30.1	20.15	128	83	602	403	126	0.210526	0.176471	37	1.94737	4	21	4	21	6	0	0	11.4463	42	128.156	-3.71006	53	133	76.3333	87.5667	407.4	-3.96351	36	36	36	190	145	2.78947	2	1.26316	1	5	2.63158	1	2	1.31579	1	5	2.78947	1	2	0.646491	0.2	1	0.541228	0.2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
21	5.2381	2.57143	18.4762	7.80952	110	54	388	164	155	0.4	0.0935673	67	3.35	9	14	9	22	7	5	0	9.13401	51.6667	160.867	-4.07359	53	146.667	78.1667	83.9048	424.111	-4.54826	36	36	38	174	147	2.65	3	1.4	1	4	2	1	4	1.65	1	5	2.65	1	2	0.9625	0.25	1	0.615833	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
12	4.83333	2.58333	15.8333	7.41667	58	31	190	89	37	0.272727	0.177778	22	2	3	7	7	13	5	0	0	2.65436	12.3333	23.3556	-2.55203	22	47.6667	30.5	35.3611	68.4667	-3.10191	17	17	17	66	52	2	1	1	1	4	1.90909	1	2	1.09091	1	4	2	1	2	0.765152	0.25	1	0.628788	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
19	5.47368	3.05263	20.2105	10.4211	104	58	384	198	119	0.277778	0.125	40	2.22222	11	20	5	20	6	3	0	7.54008	39.6667	114.589	-3.70557	40	120	60.3333	74.5263	317.333	-4.49089	33	33	33	159	105	2.22222	2	1.16667	1	4	1.94444	1	2	1.27778	1	5	2.22222	1	2	0.814815	0.333333	1	0.614815	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
13	4.76923	2.46154	16.1538	7.84615	62	32	210	102	47	0.333333	0.145455	30	2.5	1	5	5	14	7	0	0	2.32461	15.6667	31.5778	-2.78796	28	56	37.6667	40.1026	88.2	-2.98142	18	18	18	78	69	2.33333	2	1.5	1	4	2	1	2	1.58333	1	5	2.33333	1	2	0.902778	0.5	1	0.727778	0.4	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
12	4.33333	2.25	12.3333	6.91667	52	27	148	83	40	0.181818	0.111111	20	1.81818	7	13	7	13	6	1	0	1.86031	13.3333	23.9111	-2.72671	25	47.6667	28.5	33.4722	65	-2.81145	16	16	16	62	46	2.27273	2	1.36364	1	3	2.09091	1	2	1.36364	1	4	2.27273	1	1	0.727273	0.333333	1	0.681818	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
29	5.65517	3.10345	21.5862	11.5172	164	90	626	334	324	0.285714	0.0769231	83	2.96429	15	19	15	30	9	4	0	13.4291	108	454.633	-5.06516	67	280	129.5	149.563	1206	-6.13347	51	51	51	375	263	2.39286	2	1.25	1	4	2.17857	1	2	1.32143	1	4	2.39286	1	2	0.744048	0.25	1	0.60119	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
20	5.3	2.85	19	9.65	106	57	380	193	137	0.315789	0.104575	65	3.42105	11	13	11	21	7	2	0	11.0456	45.6667	139.889	-3.86107	46	133	85.3333	81.0333	366.333	-4.54549	32	32	32	176	174	2.42105	2	1.10526	1	5	2.31579	1	2	1.10526	1	5	2.42105	1	1	0.602632	0.2	1	0.588596	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
